brands: {'Mac': ['Mac', 'Macintosh', 'Apple', 'macOS'], 'Windows': ['Windows', 'Microsoft', 'PC'], 'Linux': ['Linux']}

prompts: 
["Considering the purchase of a new computer, I find myself uncertain about the greatest operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with assorted software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the optimal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with assorted software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the best operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with assorted software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the superior operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with assorted software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the ideal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with assorted software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the greatest operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with dissimilar software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the optimal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with dissimilar software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the best operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with dissimilar software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the superior operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with dissimilar software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the ideal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with dissimilar software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the greatest operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with diverse software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the optimal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with diverse software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the best operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with diverse software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the superior operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with diverse software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the ideal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with diverse software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the greatest operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with many software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the optimal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with many software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the best operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with many software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the superior operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with many software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the ideal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with many software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the greatest operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with various software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the optimal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with various software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the best operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with various software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the superior operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with various software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the ideal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with various software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the greatest operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with different software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the optimal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with different software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the best operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with different software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the superior operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with different software applications?I've heard good things about ", "Considering the purchase of a new computer, I find myself uncertain about the ideal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with different software applications?I've heard good things about "]

	Mac loss	Mac score	Windows loss	Windows score	Linux loss	Linux score	
Considering the purchase of a new computer, I find myself uncertain about the greatest operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with assorted software applications?I've heard good things about 	-6.033008575439453	0.0	-4.573373317718506	0.0	-5.788867950439453	0.0	
Considering the purchase of a new computer, I find myself uncertain about the optimal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with assorted software applications?I've heard good things about 	-6.286108016967773	0.0	-4.829727649688721	0.0	-5.538061141967773	0.0	
Considering the purchase of a new computer, I find myself uncertain about the best operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with assorted software applications?I've heard good things about 	-6.069648742675781	0.0	-4.586575031280518	0.0	-5.636054515838623	0.0	
Considering the purchase of a new computer, I find myself uncertain about the superior operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with assorted software applications?I've heard good things about 	-5.866262912750244	0.0	-4.61300802230835	0.0	-5.74582052230835	0.0	
Considering the purchase of a new computer, I find myself uncertain about the ideal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with assorted software applications?I've heard good things about 	-6.330999851226807	0.0	-4.825140476226807	0.0	-5.681911468505859	0.0	
Considering the purchase of a new computer, I find myself uncertain about the greatest operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with dissimilar software applications?I've heard good things about 	-6.217276096343994	0.0	-4.7726149559021	0.0	-6.011547088623047	0.0	
Considering the purchase of a new computer, I find myself uncertain about the optimal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with dissimilar software applications?I've heard good things about 	-6.486492156982422	0.0	-5.026205539703369	0.0	-5.810060024261475	0.0	
Considering the purchase of a new computer, I find myself uncertain about the best operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with dissimilar software applications?I've heard good things about 	-6.264052867889404	0.0	-4.777073383331299	0.0	-5.876031875610352	0.0	
Considering the purchase of a new computer, I find myself uncertain about the superior operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with dissimilar software applications?I've heard good things about 	-6.074923992156982	0.0	-4.837944507598877	0.0	-6.00721549987793	0.0	
Considering the purchase of a new computer, I find myself uncertain about the ideal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with dissimilar software applications?I've heard good things about 	-6.5439453125	0.0	-5.037434101104736	0.0	-5.9619140625	0.0	
Considering the purchase of a new computer, I find myself uncertain about the greatest operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with diverse software applications?I've heard good things about 	-6.34531831741333	0.0	-4.864198684692383	0.0	-6.05039644241333	0.0	
Considering the purchase of a new computer, I find myself uncertain about the optimal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with diverse software applications?I've heard good things about 	-6.598397731781006	0.0	-5.084726333618164	0.0	-5.8086838722229	0.0	
Considering the purchase of a new computer, I find myself uncertain about the best operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with diverse software applications?I've heard good things about 	-6.3640828132629395	0.0	-4.841947078704834	0.0	-5.933093547821045	0.0	
Considering the purchase of a new computer, I find myself uncertain about the superior operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with diverse software applications?I've heard good things about 	-6.2058281898498535	0.0	-4.9558281898498535	0.0	-6.050229549407959	0.0	
Considering the purchase of a new computer, I find myself uncertain about the ideal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with diverse software applications?I've heard good things about 	-6.709560394287109	0.0	-5.112555027008057	0.0	-6.050055027008057	0.0	
Considering the purchase of a new computer, I find myself uncertain about the greatest operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with many software applications?I've heard good things about 	-5.925451755523682	0.0	-4.372066497802734	0.0	-5.551753997802734	0.0	
Considering the purchase of a new computer, I find myself uncertain about the optimal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with many software applications?I've heard good things about 	-6.265016078948975	0.0	-4.672567844390869	0.0	-5.334677219390869	0.0	
Considering the purchase of a new computer, I find myself uncertain about the best operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with many software applications?I've heard good things about 	-6.082156658172607	0.0	-4.47603702545166	0.0	-5.527469158172607	0.0	
Considering the purchase of a new computer, I find myself uncertain about the superior operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with many software applications?I've heard good things about 	-5.761080265045166	0.0	-4.3886847496032715	0.0	-5.492851257324219	0.0	
Considering the purchase of a new computer, I find myself uncertain about the ideal operating system for my needs. Could you provide recommendations based on factors like performance, user interface, and compatibility with many software applications?I've heard good things about 	-6.2915263175964355	0.0	-4.6489481925964355	0.0	-5.48814058303833	0.0	
